,annee,G(i),WS10m,latitude,longitude
566,2015,137.43666780821917,3.7622397260273974,49.5,3
567,2016,127.81458447176685,4.068315118397086,49.5,3
568,2013,121.88268721461188,3.9991175799086753,50.0,3
569,2014,130.95547374429222,3.8300376712328763,50.0,3
570,2015,134.73123630136985,4.0674600456621,50.0,3
571,2016,126.4429178051002,4.193822859744991,50.0,3
572,2013,118.50484589041095,3.987278538812785,50.5,3
573,2014,125.86854452054794,3.8864783105022833,50.5,3
574,2015,129.9513082191781,4.176436073059361,50.5,3
575,2016,132.71507855191257,4.193822859744991,50.5,3
576,2013,118.58442123287672,3.9025627853881275,51.0,3
577,2014,128.66482191780824,3.783972602739726,51.0,3
578,2015,129.780301369863,4.091906392694064,51.0,3
579,2016,132.81804986338798,4.4502538706739525,51.0,3
580,2013,170.17464383561642,2.9825593607305936,44.0,4
581,2014,171.7072888127854,2.7273196347031963,44.0,4
582,2015,183.97432876712327,2.7605719178082193,44.0,4
583,2016,159.86736908014572,3.836112249544627,44.0,4
584,2013,145.8509292237443,2.5657739726027398,44.5,4
585,2014,148.1556712328767,2.238425799086758,44.5,4
586,2015,162.47078310502283,2.29983904109589,44.5,4
587,2016,141.7796766848816,3.836112249544627,44.5,4
588,2013,128.2631974885845,3.843415525114155,45.0,4
589,2014,144.98839611872148,3.560299086757991,45.0,4
590,2015,154.42332191780824,3.5000171232876713,45.0,4
591,2016,143.2882866575592,3.568193306010929,45.0,4
592,2013,131.1710707762557,2.842811643835616,45.5,4
593,2014,149.0748002283105,2.664873287671233,45.5,4
594,2015,157.33159589041097,2.571890410958904,45.5,4
595,2016,140.13275159380694,3.2733868397085613,45.5,4
596,2013,134.72598858447486,2.589461187214612,46.0,4
597,2014,148.81133333333332,2.4182260273972602,46.0,4
598,2015,156.60281506849313,2.3205502283105024,46.0,4
599,2016,139.05120332422587,3.2733868397085613,46.0,4
600,2013,132.62700684931508,2.6105102739726025,46.5,4
601,2014,148.90042465753424,2.58275,46.5,4
602,2015,153.8324805936073,2.579450913242009,46.5,4
603,2016,137.85474271402552,3.289885018214936,46.5,4
604,2013,128.0134497716895,2.786670091324201,47.0,4
605,2014,141.99511415525114,2.6690981735159816,47.0,4
606,2015,147.88435502283104,2.683529680365297,47.0,4
607,2016,134.47338683970855,3.5180202641165756,47.0,4
608,2013,126.23676712328768,3.199521689497717,47.5,4
609,2014,144.43278538812785,3.1524737442922373,47.5,4
610,2015,147.27360388127855,3.271642694063927,47.5,4
611,2016,133.71801798724954,3.5180202641165756,47.5,4
612,2013,125.45561415525114,3.338722602739726,48.0,4
613,2014,141.29478767123288,3.289931506849315,48.0,4
614,2015,146.91852283105024,3.4083082191780822,48.0,4
615,2016,127.84180669398907,3.754710837887067,48.0,4
616,2013,128.96492694063926,3.517393835616438,48.5,4
617,2014,143.0363584474886,3.4467351598173517,48.5,4
618,2015,147.45170776255708,3.6048744292237442,48.5,4
619,2016,128.69565004553735,3.820703551912568,48.5,4
620,2013,125.8456506849315,3.5376609589041097,49.0,4
621,2014,139.5791289954338,3.425945205479452,49.0,4
622,2015,145.18764611872146,3.6530034246575345,49.0,4
623,2016,126.84456739526411,3.820703551912568,49.0,4
624,2013,124.2368789954338,3.590345890410959,49.5,4
625,2014,137.24915182648402,3.442103881278539,49.5,4
626,2015,140.76679452054793,3.6624246575342467,49.5,4
627,2016,125.61086407103826,3.9789332877959924,49.5,4
628,2013,118.33065753424657,4.162977168949772,50.0,4
629,2014,127.67168607305936,4.047081050228311,50.0,4
630,2015,131.30948173515984,4.209268264840183,50.0,4
631,2016,126.09731443533698,4.213954918032787,50.0,4
632,2013,117.83861643835617,4.01157191780822,50.5,4
633,2014,126.5487694063927,3.947337899543379,50.5,4
634,2015,130.75532648401827,4.1437842465753425,50.5,4
635,2016,131.96614981785063,4.213954918032787,50.5,4
636,2013,116.9718093607306,3.907138127853881,51.0,4
637,2014,125.07770433789953,3.7991518264840183,51.0,4
638,2015,128.44661301369865,4.106119863013698,51.0,4
639,2016,132.7763091985428,4.357207422586521,51.0,4
640,2013,117.52395319634702,3.921300228310502,51.5,4
641,2014,126.83818721461188,3.775753424657534,51.5,4
642,2015,129.69268607305935,4.212891552511415,51.5,4
643,2016,132.1389765482696,6.2720377959927145,51.5,4
644,2013,186.62129452054796,6.170119863013698,43.5,5
645,2014,188.04985616438356,5.891100456621005,43.5,5
646,2015,194.16821689497718,5.566255707762557,43.5,5
647,2016,180.23679644808743,3.9530976775956286,43.5,5
648,2013,183.65750342465753,3.4447636986301373,44.0,5
649,2014,184.95954794520546,3.2056963470319637,44.0,5
650,2015,192.21099657534248,3.104829908675799,44.0,5
651,2016,171.53736452641166,3.2656921675774133,44.0,5
652,2013,162.17782762557079,3.3671027397260276,44.5,5
653,2014,163.7356210045662,2.9184155251141553,44.5,5
654,2015,172.38066438356162,3.1161061643835617,44.5,5
655,2016,154.3274191712204,3.2656921675774133,44.5,5
656,2013,154.39100342465753,3.3033196347031963,45.0,5
657,2014,163.70920547945204,2.9147374429223745,45.0,5
658,2015,169.5507111872146,3.0731963470319634,45.0,5
659,2016,158.917316712204,2.8666609744990894,45.0,5
660,2013,144.50789954337898,3.333156392694064,45.5,5
661,2014,155.7924200913242,3.0926632420091322,45.5,5
662,2015,164.33823515981734,3.2427374429223748,45.5,5
663,2016,142.53653233151184,2.631589253187614,45.5,5
664,2013,140.65259360730593,3.020447488584475,46.0,5
665,2014,157.8102716894977,2.8650182648401827,46.0,5
666,2015,163.28257762557075,3.025390410958904,46.0,5
667,2016,141.06779599271403,2.631589253187614,46.0,5
668,2013,132.01729452054795,2.7113390410958904,46.5,5
669,2014,152.37291210045663,2.6773527397260275,46.5,5
670,2015,157.76296118721461,2.759667808219178,46.5,5
671,2016,140.57328551912568,2.8774715391621126,46.5,5
672,2013,131.58339383561645,2.9209315068493154,47.0,5
673,2014,150.0520205479452,2.8518002283105024,47.0,5
674,2015,155.71047716894978,2.957607305936073,47.0,5
675,2016,139.78424635701276,3.3071561930783244,47.0,5
676,2013,126.46959931506849,3.1326004566210046,47.5,5
677,2014,142.81996803652967,2.990587899543379,47.5,5
678,2015,149.13663698630137,3.1415422374429225,47.5,5
679,2016,137.45097108378872,3.3071561930783244,47.5,5
680,2013,120.41390182648402,3.4216267123287674,48.0,5
681,2014,137.64365296803652,3.3460947488584476,48.0,5
682,2015,141.13336872146118,3.4511312785388126,48.0,5
683,2016,126.36695924408014,3.538293488160291,48.0,5
684,2013,121.02668264840183,3.3214143835616436,48.5,5
685,2014,135.9281312785388,3.2026335616438355,48.5,5
686,2015,139.4135878995434,3.3922819634703196,48.5,5
687,2016,124.60652322404371,3.7631454918032787,48.5,5
688,2013,120.13359817351599,3.6418698630136985,49.0,5
689,2014,133.3204166666667,3.479505707762557,49.0,5
690,2015,136.45853767123288,3.7420285388127854,49.0,5
691,2016,125.71397313296904,3.7631454918032787,49.0,5
692,2013,117.93871689497718,3.7804086757990865,49.5,5
693,2014,131.57966894977167,3.567964611872146,49.5,5
694,2015,134.64808333333332,3.8419337899543375,49.5,5
695,2016,121.5974351092896,3.9650500910746813,49.5,5
696,2013,112.14429337899543,4.038841324200913,50.0,5
697,2014,122.38573287671232,3.8645490867579904,50.0,5
698,2015,127.21941324200914,4.042990867579909,50.0,5
699,2016,115.80553164845173,4.114239526411658,50.0,5
700,2013,113.83325114155251,4.164810502283105,50.5,5
701,2014,125.6594920091324,4.067755707762557,50.5,5
702,2015,129.929301369863,4.296587899543379,50.5,5
703,2016,121.05572290528232,4.114239526411658,50.5,5
704,2013,118.08399315068493,3.670700913242009,51.0,5
705,2014,127.9991917808219,3.558775114155251,51.0,5
706,2015,131.5805479452055,3.8734611872146116,51.0,5
707,2016,121.96135132058288,4.107723132969034,51.0,5
708,2013,112.85942351598175,3.685222602739726,51.5,5
709,2014,122.03763812785388,3.5321061643835616,51.5,5
710,2015,126.63145662100457,3.896899543378995,51.5,5
711,2016,122.58350182149363,4.180819672131148,51.5,5
712,2013,113.25166210045661,4.094404109589042,52.0,5
713,2014,123.35839155251142,3.950497716894977,52.0,5
714,2015,126.43691666666666,4.3276518264840185,52.0,5
715,2016,119.84166438979963,4.180819672131148,52.0,5
716,2013,112.70496232876712,4.521014840182648,52.5,5
717,2014,120.3921883561644,4.337371004566211,52.5,5
718,2015,122.31504452054794,4.835760273972603,52.5,5
719,2016,120.5138752276867,5.760982468123862,52.5,5
720,2013,178.37245890410958,3.2869155251141553,43.5,6
721,2014,179.86494748858448,3.033912100456621,43.5,6
722,2015,187.65606278538814,2.8781894977168947,43.5,6
723,2016,174.4977140255009,3.281155510018215,43.5,6
724,2013,179.40475570776255,2.599173515981735,44.0,6
725,2014,181.04662671232876,2.3347682648401826,44.0,6
726,2015,188.65815182648402,2.2864303652968037,44.0,6
727,2016,170.34312841530055,2.5357399817850634,44.0,6
728,2013,172.04954680365296,1.8364052511415525,44.5,6
729,2014,173.19438127853883,1.6487625570776256,44.5,6
730,2015,183.6972591324201,1.5991244292237443,44.5,6
731,2016,159.50915869763205,2.5357399817850634,44.5,6
732,2013,124.6825684931507,1.9502614155251143,45.0,6
733,2014,136.51220433789953,1.7327705479452054,45.0,6
734,2015,147.47538470319634,1.613178082191781,45.0,6
735,2016,144.97944672131146,2.123024817850638,45.0,6
736,2013,144.36139611872147,1.267579908675799,45.5,6
737,2014,154.1845194063927,1.149593607305936,45.5,6
738,2015,161.84339954337898,1.0682203196347033,45.5,6
739,2016,140.07310564663024,2.151236338797814,45.5,6
740,2013,141.96776484018264,1.611302511415525,46.0,6
741,2014,152.83860388127854,1.4293356164383562,46.0,6
742,2015,158.99864041095893,1.5062842465753423,46.0,6
743,2016,137.99081739526412,2.151236338797814,46.0,6
744,2013,123.9360913242009,2.000921232876712,46.5,6
745,2014,131.02643036529682,1.704244292237443,46.5,6
746,2015,146.8602020547945,1.8289052511415524,46.5,6
747,2016,137.86941484517303,2.5986873861566484,46.5,6
748,2013,116.16074429223744,3.0092762557077624,47.0,6
749,2014,130.1901723744292,2.8234189497716895,47.0,6
750,2015,141.0258082191781,2.9611107305936075,47.0,6
751,2016,131.1337226775956,3.166593806921676,47.0,6
752,2013,128.62613584474886,2.8503424657534246,47.5,6
753,2014,143.63555936073058,2.68966095890411,47.5,6
754,2015,150.12492351598175,2.845350456621005,47.5,6
755,2016,137.75105760473588,3.166593806921676,47.5,6
756,2013,126.20748744292239,2.6796255707762557,48.0,6
757,2014,142.07469178082192,2.582648401826484,48.0,6
758,2015,145.85835730593607,2.668712328767123,48.0,6
759,2016,125.34532673041896,3.3710940346083786,48.0,6
760,2013,122.11408105022832,3.4290776255707764,48.5,6
761,2014,137.4710502283105,3.2773447488584475,48.5,6
762,2015,141.2392614155251,3.4698093607305935,48.5,6
763,2016,125.394337431694,3.6619182604735885,48.5,6
764,2013,123.68053881278539,3.5126107305936074,49.0,6
765,2014,134.1815216894977,3.3048424657534246,49.0,6
766,2015,137.43420547945203,3.5460559360730595,49.0,6
767,2016,122.82376593806922,3.6619182604735885,49.0,6
768,2013,119.41183904109589,3.4079908675799087,49.5,6
769,2014,130.91969292237442,3.140851598173516,49.5,6
770,2015,134.72466438356165,3.4487237442922374,49.5,6
771,2016,120.85415642076502,3.9440346083788707,49.5,6
772,2013,114.79551255707761,3.558052511415525,50.0,6
773,2014,124.90321347031963,3.2536495433789954,50.0,6
774,2015,127.62261757990866,3.5472214611872146,50.0,6
775,2016,118.46298041894353,4.063084016393442,50.0,6
776,2013,108.13123173515982,4.211735159817352,50.5,6
777,2014,118.74352054794521,3.983890410958904,50.5,6
778,2015,121.78417922374429,4.216807077625571,50.5,6
779,2016,122.44972677595628,4.063084016393442,50.5,6
780,2013,115.72028310502284,3.791778538812786,51.0,6
781,2014,125.71284474885844,3.6306175799086757,51.0,6
782,2015,129.95407762557076,4.000196347031964,51.0,6
783,2016,121.8174715391621,4.084071038251366,51.0,6
784,2013,115.01935159817351,3.5560376712328767,51.5,6
785,2014,122.49736986301369,3.4080205479452053,51.5,6
786,2015,127.52120091324201,3.792393835616439,51.5,6
787,2016,122.06910519125684,4.1388718123861565,51.5,6
788,2013,112.82396689497716,3.659366438356164,52.0,6
789,2014,121.52486301369863,3.500001141552511,52.0,6
790,2015,125.25523401826486,3.884162100456621,52.0,6
791,2016,119.66507855191257,4.1388718123861565,52.0,6
792,2013,109.1862488584475,4.0262454337899545,52.5,6
793,2014,117.806600456621,3.885415525114155,52.5,6
794,2015,119.77004109589042,4.236198630136986,52.5,6
795,2016,123.35765368852458,4.327795992714026,52.5,6
796,2013,160.43356050228311,1.4433002283105023,44.0,7
797,2014,163.31887671232877,1.2916141552511418,44.0,7
798,2015,172.85695662100457,1.2781118721461187,44.0,7
799,2016,169.46606329690346,2.1318920765027323,44.0,7
800,2013,133.90771232876713,1.4791472602739726,44.5,7
801,2014,137.49525342465753,1.324656392694064,44.5,7
802,2015,148.6274212328767,1.3136404109589042,44.5,7
803,2016,169.12100295992713,2.1318920765027323,44.5,7
804,2013,121.76733675799088,1.4670205479452054,45.0,7
805,2014,126.75344977168949,1.252549086757991,45.0,7
806,2015,133.98222831050228,1.2952796803652968,45.0,7
807,2016,133.54539617486338,1.6062181238615665,45.0,7
808,2013,109.43677283105023,1.5519977168949772,45.5,7
809,2014,123.65842123287672,1.2835296803652967,45.5,7
810,2015,132.71943493150684,1.3653253424657534,45.5,7
811,2016,127.35218920765026,1.751785063752277,45.5,7
812,2013,111.4885308219178,1.3508995433789954,46.0,7
813,2014,125.45226712328768,1.1796541095890412,46.0,7
814,2015,133.31589497716894,1.3353139269406393,46.0,7
815,2016,127.50846994535519,1.751785063752277,46.0,7
816,2013,130.32805821917808,1.376958904109589,46.5,7
817,2014,136.1709623287671,1.2482340182648402,46.5,7
818,2015,147.10780593607305,1.184972602739726,46.5,7
819,2016,132.89644239526413,2.2791951275045537,46.5,7
820,2013,136.94084703196347,2.3010662100456623,47.0,7
821,2014,148.41653196347033,1.952464611872146,47.0,7
822,2015,153.46880365296803,2.166384703196347,47.0,7
823,2016,136.46926798724954,2.9023895719489983,47.0,7
824,2013,126.37098287671233,2.6704531963470317,47.5,7
825,2014,138.39543607305936,2.3636141552511414,47.5,7
826,2015,147.83974543378994,2.467335616438356,47.5,7
827,2016,134.89479394353367,2.9023895719489983,47.5,7
828,2013,110.9796906392694,2.3327123287671236,48.0,7
829,2014,120.59376255707764,1.979853881278539,48.0,7
830,2015,129.81059817351598,2.1482545662100456,48.0,7
831,2016,120.41024704007287,3.0855646630236793,48.0,7
832,2013,114.74795205479451,2.897763698630137,48.5,7
833,2014,128.10222831050228,2.5317020547945206,48.5,7
834,2015,133.52337557077627,2.709151826484018,48.5,7
835,2016,124.04682604735885,3.3676616575591987,48.5,7
836,2013,121.33080821917807,3.4672340182648402,49.0,7
837,2014,137.97910616438355,3.2446438356164387,49.0,7
838,2015,138.07642694063927,3.5428356164383565,49.0,7
839,2016,123.61350182149363,3.3676616575591987,49.0,7
840,2013,118.99413812785389,3.3062705479452057,49.5,7
841,2014,131.12879452054796,3.0365285388127856,49.5,7
842,2015,131.38257876712328,3.2836118721461185,49.5,7
843,2016,119.14793488160291,3.732743624772313,49.5,7
844,2013,114.91071347031964,3.4753470319634703,50.0,7
845,2014,127.1741997716895,3.1705673515981734,50.0,7
846,2015,128.87418949771688,3.432851598173516,50.0,7
847,2016,118.15459357923497,3.8696004098360657,50.0,7
848,2013,110.66340753424657,3.5789566210045662,50.5,7
849,2014,120.66902739726027,3.393261415525114,50.5,7
850,2015,124.45703995433789,3.6781061643835615,50.5,7
851,2016,124.05965505464481,3.8696004098360657,50.5,7
852,2013,112.44554680365297,3.1504486301369865,51.0,7
853,2014,123.35366095890411,3.102196347031964,51.0,7
854,2015,125.49834018264839,3.2663630136986304,51.0,7
855,2016,122.06203551912567,3.966047358834244,51.0,7
856,2013,110.1435194063927,3.7433926940639273,51.5,7
857,2014,119.22181392694064,3.668654109589041,51.5,7
858,2015,123.80601027397259,3.9748219178082196,51.5,7
859,2016,122.42250227686704,4.116853369763206,51.5,7
860,2013,112.03854109589041,3.5610365296803654,52.0,7
861,2014,119.07693835616438,3.3970901826484017,52.0,7
862,2015,123.02443036529681,3.771494292237443,52.0,7
863,2016,120.4425660291439,4.116853369763206,52.0,7
864,2013,110.5636700913242,3.755844748858447,52.5,7
865,2014,118.19718835616439,3.6058470319634703,52.5,7
866,2015,120.58134474885846,3.991189497716895,52.5,7
867,2016,120.57638888888889,4.230261839708561,52.5,7
868,2013,169.2873881278539,3.1026952054794523,44.0,8
869,2014,170.92443493150685,2.7984303652968037,44.0,8
870,2015,181.20132191780823,2.9413744292237443,44.0,8
871,2016,165.31839025500912,3.0244592440801457,44.0,8
872,2013,155.67172146118722,2.4828105022831046,44.5,8
873,2014,157.80004680365295,2.2406506849315067,44.5,8
874,2015,167.9830913242009,2.25726598173516,44.5,8
875,2016,164.15909722222221,3.0244592440801457,44.5,8
876,2013,159.39841324200916,1.7233173515981735,45.0,8
877,2014,161.2661118721461,1.64375,45.0,8
878,2015,172.17653767123286,1.6363687214611873,45.0,8
879,2016,168.5519057377049,2.1244706284153003,45.0,8
880,2013,158.22517351598174,1.499692922374429,45.5,8
881,2014,159.45024771689498,1.4786586757990867,45.5,8
882,2015,169.90903881278538,1.4812260273972604,45.5,8
883,2016,133.75750341530053,1.7544045992714026,45.5,8
884,2013,107.71531278538814,1.1363036529680366,46.0,8
885,2014,111.84852283105022,1.0118995433789955,46.0,8
886,2015,122.88391095890411,0.9916267123287671,46.0,8
887,2016,126.95093579234972,1.7544045992714026,46.0,8
888,2013,119.14346689497717,1.5342077625570776,46.5,8
889,2014,125.74069634703196,1.35549200913242,46.5,8
890,2015,135.67971347031963,1.3417579908675799,46.5,8
891,2016,128.916141848816,1.6055692167577413,46.5,8
892,2013,111.8658904109589,1.4277374429223744,47.0,8
893,2014,116.61652168949772,1.2679143835616438,47.0,8
894,2015,124.43437899543378,1.2598755707762557,47.0,8
895,2016,126.82924863387977,2.314264571948998,47.0,8
896,2013,126.58129452054793,2.2496495433789954,47.5,8
897,2014,136.92159817351597,1.9569840182648401,47.5,8
898,2015,145.63028310502284,2.0630878995433792,47.5,8
899,2016,132.6513080601093,2.314264571948998,47.5,8
900,2013,112.00488242009132,2.8180867579908675,48.0,8
901,2014,122.91398401826484,2.4915228310502284,48.0,8
902,2015,131.0840787671233,2.5327579908675797,48.0,8
903,2016,128.70967896174864,2.8905100182149366,48.0,8
904,2013,120.54045205479453,2.5727180365296802,48.5,8
905,2014,135.4102625570776,2.2743527397260275,48.5,8
906,2015,140.04786301369865,2.4305102739726028,48.5,8
907,2016,122.67441142987249,3.1951331967213115,48.5,8
908,2013,124.73657762557077,2.960123287671233,49.0,8
