,annee,Energie_recue,Energie_fournie,latitude,longitude,rendement_annuel,retour_énergétique
322,2015,1285565.83,179882.53394485827,47.5,0,0.1399247940067435,10.707293687193944
323,2016,1196642.81,169043.1305292452,47.5,0,0.14126448520527624,10.06209110293126
324,2013,1158642.44,164323.83960530176,48.0,0,0.1418244610522827,9.781180928887009
325,2014,1261481.1199999999,176930.14950927978,48.0,0,0.1402558839004105,10.531556518409511
326,2015,1267741.78,177697.60218529077,48.0,0,0.14016860924571783,10.577238225314927
327,2016,1121608.74,159845.20286451068,48.0,0,0.14251422725585278,9.514595408601826
328,2013,1125764.56,160293.55893400378,48.5,0,0.14238639643621734,9.541283269881177
329,2014,1205337.35,170047.85810105028,48.5,0,0.1410790581583241,10.121896315538708
330,2015,1222958.01,172207.85763306127,48.5,0,0.14081256774552814,10.250467716253647
331,2016,1147999.74,163080.30005436068,48.5,0,0.1420560426732855,9.707160717521468
332,2013,1065922.31,152957.89545746628,49.0,0,0.14349816494362172,9.104636634372993
333,2014,1150923.73,163377.65427582327,49.0,0,0.1419535022323532,9.724860373560908
334,2015,1178415.47,166747.68386235228,49.0,0,0.14150160797053377,9.925457372759064
335,2016,1171540.8699999999,165966.0506325462,49.0,0,0.14166475526589714,9.878931585270607
336,2013,1068320.27,153251.84542743227,51.0,0,0.14345121938707786,9.122133656394778
337,2014,1177332.26,166614.90035179877,51.0,0,0.1415190138014215,9.917553592368975
338,2015,1143857.14,162511.40800054677,51.0,0,0.14207316833336966,9.67329809527064
339,2016,1052052.38,151318.75124190468,51.0,0,0.14383195563124404,9.00706852630385
340,2013,985694.23,143123.26864699827,51.5,0,0.145200473220786,8.519242181368945
341,2014,1107148.49,158011.5387095693,51.5,0,0.14271937336027013,9.405448732712458
342,2015,1063845.08,152703.26164534577,51.5,0,0.14353900254475563,9.08947985984201
343,2016,1050661.7,151148.27702872668,51.5,0,0.14386008077455062,8.99692125170992
344,2013,995371.82,144309.61746036448,52.0,0,0.14498061383771593,8.589858182164551
345,2014,1084748.2,155265.67353163747,52.0,0,0.14313522118002822,9.242004376883182
346,2015,1054110.77,151510.03472684696,52.0,0,0.14373255547597427,9.018454448026604
347,2016,1040590.23,149913.72001043844,52.0,0,0.14406604606545118,8.92343571490705
348,2013,994146.44,144159.4062749415,52.5,0,0.14500822059468574,8.58091704017509
349,2014,1069001.74,153335.41971419647,52.5,0,0.14343795148003827,9.127108316321218
350,2015,1057583.25,151935.702958055,52.5,0,0.14366311395160145,9.043791842741369
351,2016,1043023.48,150211.99594682595,52.5,0,0.14401592948494885,8.941190234930115
352,2013,1685581.3699999999,228917.77889011728,41.5,1,0.13580939073271633,13.626058267268885
353,2014,1681691.92,228440.99707945978,41.5,1,0.135839980178688,13.597678397586892
354,2015,1700320.96,230724.60720994376,41.5,1,0.13569473801578247,13.733607572020462
355,2016,1741214.55,235798.55873377417,41.5,1,0.1354218862539221,14.035628496057987
356,2013,1668153.28,226781.38523381576,42.0,1,0.13594757025794163,13.49889197820332
357,2014,1671119.85,227145.03732242525,42.0,1,0.1359238461097959,13.520537935858647
358,2015,1718937.23,233006.65195104826,42.0,1,0.1355527403121336,13.869443568514777
359,2016,1724983.26,233808.8728307527,42.0,1,0.1355426909074774,13.917194811354326
360,2013,1308702.83,182718.74491380827,42.5,1,0.13961820875240888,10.876115768679064
361,2014,1354781.82,188367.26187262477,42.5,1,0.139038817241159,11.212337016227664
362,2015,1482653.95,204042.25593966027,42.5,1,0.13761960836489207,12.145372377360731
363,2016,1548959.39,212231.27716618817,42.5,1,0.1370153914533474,12.63281411703501
364,2013,1135563.6199999999,161494.7605356548,43.0,1,0.14221551103905108,9.612783365217547
365,2014,1220346.25,171887.69934286526,43.0,1,0.14085158154324257,10.231410675170551
366,2015,1227106.72,172716.42040303978,43.0,1,0.14075093680771286,10.28073930970475
367,2016,1347699.82,187560.2048560287,43.0,1,0.13917060911682,11.164297908096946
368,2013,1322685.56,184432.79479935378,43.5,1,0.13943812526338745,10.978142547580582
369,2014,1436874.28,198430.43062916576,43.5,1,0.1380986725081931,11.811335156497961
370,2015,1431712.32,197797.66027979978,43.5,1,0.13815461214987643,11.773670254749987
371,2016,1394432.56,193288.8606799077,43.5,1,0.13861470696001799,11.505289326184982
372,2013,1331574.95,185522.48600501026,44.0,1,0.1393256053705503,11.043005119345848
373,2014,1429735.19,197555.29706101428,44.0,1,0.13817614509510273,11.759243872679422
374,2015,1467364.47,202168.02026150227,44.0,1,0.13777628148615476,12.033810729851325
375,2016,1391710.66,192955.20105954268,44.0,1,0.13864606099916105,11.485428634496587
376,2013,1294475.44,180974.70378585177,44.5,1,0.13980543639039747,10.77230379677689
377,2014,1384451.52,192004.27309211978,44.5,1,0.13868616583419244,11.428825779292843
378,2015,1434943.67,198193.76998782228,44.5,1,0.13811954722084824,11.79724821356085
379,2016,1367281.52,189960.5952407237,44.5,1,0.13893305252946275,11.307178288138315
380,2013,1253577.89,175961.34510005926,45.0,1,0.14036730106978776,10.473889589289241
381,2014,1349163.01,187678.48931981128,45.0,1,0.1391073487256453,11.171338649988767
382,2015,1394941.26,193290.14056194876,45.0,1,0.1385650751788278,11.505365509639807
383,2016,1330883.24,185498.77214408567,45.0,1,0.13938019998214543,11.041593580005099
384,2013,1219869.02,171829.19889074477,45.5,1,0.14085872833359173,10.227928505401474
385,2014,1322213.38,184374.91339315078,45.5,1,0.1394441443280137,10.974697225782785
386,2015,1378334.33,191254.40744933326,45.5,1,0.13875763179266765,11.38419091960317
387,2016,1265676.15,177505.4686081342,45.5,1,0.14024556645721278,10.56580170286513
388,2013,1183679.86,167393.01042425877,46.0,1,0.14141746943659136,9.963869668110641
389,2014,1298179.02,181428.70102924478,46.0,1,0.139756303432823,10.799327442216951
390,2015,1328146.61,185102.22860287127,46.0,1,0.1393688220932712,11.017989797789957
391,2016,1240082.18,174368.07402573468,46.0,1,0.14061009571618446,10.37905202534135
392,2013,1182718.77,167275.19679240728,46.5,1,0.1414327742447237,9.956856951929005
393,2014,1317308.46,183773.65186806876,46.5,1,0.1395069244966883,10.938907849289807
394,2015,1338691.63,186394.87248028826,46.5,1,0.1392366010985579,11.094932885731444
395,2016,1240717.0,174445.89238798167,46.5,1,0.1406008722278986,10.383684070713194
396,2013,1180822.85,167042.78856747528,47.0,1,0.14146303873394325,9.943023129016385
397,2014,1302676.42,181980.00738753477,47.0,1,0.1396970150020331,10.832143296877069
398,2015,1313252.23,183276.42560629826,47.0,1,0.13955919618449705,10.909311047993944
399,2016,1233469.3699999999,173557.4536230212,47.0,1,0.1407067397409481,10.330800810894118
400,2013,1139276.9,161949.94683754278,47.5,1,0.1421515233369015,9.639877787948976
401,2014,1271773.8699999999,178191.86928499228,47.5,1,0.1401128561361245,10.606658886011445
402,2015,1290692.07,180510.92561696228,47.5,1,0.13985591901634778,10.744697953390611
403,2016,1215500.05,171354.7141801992,47.5,1,0.14097466650058896,10.199685367869
404,2013,1134997.24,161425.33177788177,48.0,1,0.14222530777068831,9.608650701064391
405,2014,1265917.02,177473.91699154477,48.0,1,0.14019395757199377,10.563923630449093
406,2015,1283328.97,179608.33215257726,48.0,1,0.1399550203815451,10.690972151939123
407,2016,1155436.67,163991.94384747618,48.0,1,0.141930707329443,9.761425229016439
408,2013,1114851.43,158955.79089961827,48.5,1,0.1425802457818243,9.461654220215372
409,2014,1205348.82,170049.26413207478,48.5,1,0.1410788821546901,10.121980007861595
410,2015,1241369.98,174464.85859576077,48.5,1,0.14054219242176355,10.384813011652428
411,2016,1149331.69,163243.57494739318,48.5,1,0.14203347594756843,9.716879461154356
412,2013,1089660.45,155867.79618143526,49.0,1,0.14304253786712665,9.277845010799718
413,2014,1176549.26,166518.91758874877,49.0,1,0.14153161558977034,9.911840332663617
414,2015,1228435.19,172879.26870601426,49.0,1,0.14073128978502664,10.290432661072277
415,2016,1138058.59,161861.6805845082,49.0,1,0.14222614020646177,9.634623844315964
416,2013,1055756.1,151711.68737886279,49.5,1,0.14369956032350917,9.030457582075165
417,2014,1134643.08,161381.91765864578,49.5,1,0.1422314386817093,9.606066527300344
418,2015,1170365.23,165760.85847484827,49.5,1,0.1416317353129572,9.866717766360017
419,2016,1172817.64,166122.56137632567,49.5,1,0.14164398258566924,9.888247700971766
420,2013,1035550.22,149234.82033000447,52.0,1,0.14411162051610057,8.883025019643123
421,2014,1128928.48,160681.44025797548,52.0,1,0.1423309298193766,9.564371443927111
422,2015,1088533.23,155729.65518888796,52.0,1,0.143063758548637,9.269622332671902
423,2016,1059865.61,152276.56066336142,52.0,1,0.14367534829567818,9.064080991866751
424,2013,1004492.1,145427.61193570247,52.5,1,0.1447772580149734,8.656405472363243
425,2014,1072332.66,153743.73504637848,52.5,1,0.1433731721333364,9.151412800379672
426,2015,1059088.33,152120.20070647297,52.5,1,0.14363315730848716,9.054773851575773
427,2016,1023709.09,147844.37331741943,52.5,1,0.1444202994401656,8.80026031651306
428,2013,1645976.06,224062.82731252877,41.5,2,0.1361276343913099,13.33707305431719
429,2014,1664368.15,226317.39131823028,41.5,2,0.13597796335998757,13.471273292751802
430,2015,1726368.6099999999,233917.61540657128,41.5,2,0.1354969118713131,13.92366758372448
431,2016,1693486.02,229947.8356357987,41.5,2,0.13578372240462824,13.687371168797542
432,2013,1593606.6199999999,217643.20591970478,42.0,2,0.13657272954834035,12.95495273331576
433,2014,1593890.05,217677.94971859528,42.0,2,0.1365702419176249,12.957020816583052
434,2015,1682972.42,228597.96505913476,42.0,2,0.1358298937894269,13.607021729710402
435,2016,1649561.33,224563.39998788718,42.0,2,0.1361352232886589,13.366869046898046
436,2013,1422406.04,196656.86530136177,42.5,2,0.13825648919584296,11.705765791747725
437,2014,1485010.88,204331.17631477577,42.5,2,0.1375957436182392,12.162570018736654
438,2015,1563841.78,213994.53212029077,42.5,2,0.1368389915508529,12.737769769064926
439,2016,1604859.51,219083.7011411902,42.5,2,0.13651269770099078,13.040696496499416
440,2013,1292797.09,180768.96602037927,43.0,2,0.13982779464670614,10.760057501213051
441,2014,1394167.32,193195.26840404977,43.0,2,0.138573947066877,11.499718357383914
442,2015,1426071.79,197106.22521662427,43.0,2,0.13821620103474894,11.732513405751444
443,2016,1412131.0,195458.3947448817,43.0,2,0.13841378366800366,11.63442825862391
444,2013,1239572.14,174244.47334579678,43.5,2,0.14056823941347762,10.371694842011713
445,2014,1382905.09,191814.70652217927,43.5,2,0.1387041727658832,11.417542054891623
446,2015,1408598.92,194964.34227790977,43.5,2,0.13841011767772035,11.605020373685106
447,2016,1399370.24,193894.1380355357,43.5,2,0.13855814029283323,11.541317740210458
448,2013,1318577.04,183929.15865421176,44.0,2,0.13949064262048105,10.948164205607842
449,2014,1425497.54,197035.83172788678,44.0,2,0.13822249860065475,11.728323317136118
450,2015,1466880.27,202108.66540343227,44.0,2,0.1377812964949295,12.030277702585254
451,2016,1372746.38,190630.4960868047,44.0,2,0.1388679648798671,11.34705333850028
452,2013,1276195.42,178733.87769618476,44.5,2,0.14005212281374962,10.63892129143957
453,2014,1378530.49,191278.45339926926,44.5,2,0.13875533024972792,11.38562222614698
454,2015,1464468.0,201812.96126572776,44.5,2,0.13780633053486163,12.012676265817129
455,2016,1343216.35,187010.6060838042,44.5,2,0.1392259750886774,11.131583695464535
456,2013,1204830.43,169985.71814926827,45.0,2,0.14108684003712313,10.118197508885016
457,2014,1321450.18,184281.35778043076,45.0,2,0.13945388223446362,10.969128439311355
458,2015,1431835.93,197812.81280769326,45.0,2,0.13815326788711976,11.774572190934123
459,2016,1331037.06,185517.62791498267,45.0,2,0.13937825887055516,11.042715947320398
460,2013,1183953.95,167426.60929466027,45.5,2,0.14141310926380227,9.965869600872635
461,2014,1280818.6,179300.60258823776,45.5,2,0.13998906838816813,10.672654915966532
462,2015,1384875.17,192056.20552834726,45.5,2,0.13868123978881597,11.431916995734955
463,2016,1248007.46,175339.58139782268,45.5,2,0.1404956196318111,10.436879845108493
464,2013,1118719.7,159429.97639492276,46.0,2,0.14251110121232582,9.489879547316832
465,2014,1271001.49,178097.18835711927,46.0,2,0.1401235087121096,10.601023116495195
466,2015,1307502.99,182571.66450714428,46.0,2,0.13963384091928102,10.867360982568112
467,2016,1240625.8,174434.7127864617,46.0,2,0.14060219671915714,10.383018618241767
468,2013,1141368.64,162206.35933407178,46.5,2,0.14211566153952837,9.655140436551891
469,2014,1303747.06,182111.25002537877,46.5,2,0.13968296122207843,10.839955358653498
470,2015,1320885.52,184212.13986601977,46.5,2,0.13946109414994554,10.965008325358319
471,2016,1239821.33,174336.09815888718,46.5,2,0.14061388842123498,10.37714869993376
472,2013,1182771.58,167281.67041912078,47.0,2,0.14143193262990034,9.957242286852427
473,2014,1299505.09,181591.25513217927,47.0,2,0.13973877942423393,10.809003281677338
474,2015,1346842.54,187394.03833363677,47.0,2,0.13913581786155696,11.154407043668854
475,2016,1213930.1199999999,171162.26690153367,47.0,2,0.1409984512959722,10.188230172710337
476,2013,1090180.86,155931.58978260876,47.5,2,0.14303277144547258,9.281642248964808
477,2014,1243704.97,174751.08949217727,47.5,2,0.14050847564931518,10.401850565010552
478,2015,1260684.3,176832.47264433277,47.5,2,0.14026705388837854,10.525742419305521
479,2016,1213509.28,171110.67892451969,47.5,2,0.14100483757694846,10.185159459792839
480,2013,1119053.47,159470.89103965228,48.0,2,0.1425051575414464,9.492314942836446
481,2014,1247018.59,175157.28413240428,48.0,2,0.14046084439880263,10.426028817405017
482,2015,1263609.79,177191.08900892426,48.0,2,0.14022611284843262,10.547088631483588
483,2016,1132416.51,161170.0555171402,48.0,2,0.1423240071951443,9.59345568554406
484,2013,1133179.3,161202.48260258278,48.5,2,0.14225681902465281,9.595385869201356
485,2014,1226830.7,172682.58494677278,48.5,2,0.14075502426436898,10.27872529445076
486,2015,1274756.21,178557.45451303126,48.5,2,0.14007184519856644,10.628419911489956
487,2016,1140663.23,162180.96608125218,48.5,2,0.14218128700550134,9.653628933407868
488,2013,1101048.5,157263.78150040278,49.0,2,0.14283093024549126,9.360939375023975
489,2014,1187054.82,167806.72432717477,49.0,2,0.1413639214465047,9.988495495665164
490,2015,1235845.61,173787.66281452126,49.0,2,0.14062247048360776,10.344503738959599
491,2016,1097858.2,156933.7821070017,49.0,2,0.1429454023361138,9.341296553988196
492,2013,1067567.57,153159.57693988728,49.5,2,0.14346593250288342,9.1166414845171
493,2014,1147824.82,162997.77950667476,49.5,2,0.14200579798115426,9.702248780159213
494,2015,1194443.49,168712.45224781928,49.5,2,0.14124774730683934,10.042407871894005
495,2016,1118065.98,159410.91947546467,49.5,2,0.14257738123421362,9.488745206872897
496,2013,1045292.74,150429.05365780677,50.0,2,0.1439109331782088,8.954110336774212
497,2014,1127216.93,160471.59531404328,50.0,2,0.14236088107197192,9.551880673454958
498,2015,1175800.04,166427.07569126177,50.0,2,0.14154368942806106,9.906373553051296
499,2016,1154987.14,163936.83895415068,50.0,2,0.14193823747176154,9.758145175842301
500,2013,1024060.55,147826.34067977028,50.5,2,0.14435312509574777,8.799186945224422
501,2014,1114465.54,158908.48721068678,50.5,2,0.14258716982015143,9.458838524445643
502,2015,1137710.56,161757.9396331038,50.5,2,0.1421784637677124,9.62844878768475
503,2016,1133295.25,161277.7744101192,50.5,2,0.14230870058805875,9.599867524411856
504,2013,1525766.11,209327.08893819628,42.0,3,0.137194742736943,12.45994577013073
505,2014,1557677.96,213238.95041589378,42.0,3,0.13689540193269076,12.692794667612725
506,2015,1649018.02,224435.72095989477,42.0,3,0.13610264911471057,13.35926910475564
507,2016,1600314.47,218526.5549121062,42.0,3,0.1365522583271438,13.007533030482511
508,2013,1432661.6,197914.02620228776,42.5,3,0.1381442946487068,11.780596797755223
509,2014,1464525.88,201820.05639002577,42.5,3,0.1378057289025345,12.013098594644392
510,2015,1579640.74,215931.22156360676,42.5,3,0.136696412099125,12.85304890259564
511,2016,1502699.19,206560.5468785182,42.5,3,0.1374596780600635,12.295270647530845
512,2013,1473977.6,202978.67989088778,43.0,3,0.13770811706425373,12.08206427921951
513,2014,1531765.13,210062.46890651327,43.0,3,0.13713751853491618,12.503718387292457
514,2015,1577327.9,215647.70588839278,43.0,3,0.13671710611876756,12.836172969547189
515,2016,1401555.67,194162.0353661262,43.0,3,0.13853323098191755,11.557264009888463
516,2013,1464750.58,201847.60086877077,43.5,3,0.13780339371415082,12.014738146950641
517,2014,1509049.43,207277.90230291826,43.5,3,0.1373566022306627,12.337970375173706
518,2015,1584690.59,216550.24909360427,43.5,3,0.13665143874780267,12.889895779381206
519,2016,1360403.68,189117.4865727597,43.5,3,0.1390157122867822,11.256993248378553
520,2013,1267415.64,177657.62285152177,44.0,3,0.14017313440405532,10.574858503066771
521,2014,1359418.55,188935.64776907026,44.0,3,0.13898269062833538,11.246169510063705
522,2015,1419911.32,196351.05416644976,44.0,3,0.13828402619288208,11.687562748002962
523,2016,1347054.59,187481.1104011082,44.0,3,0.1391785543012835,11.159589904827868
524,2013,1267810.67,177706.04695227227,44.5,3,0.1401676537020092,10.577740890016207
525,2014,1354039.54,188276.27070358678,44.5,3,0.13904783807390644,11.206920875213498
526,2015,1464790.8,201852.53117110778,44.5,3,0.13780297580453657,12.015031617327844
527,2016,1319619.4,184118.01290302168,44.5,3,0.1395235724050599,10.959405529941767
528,2013,1204371.99,169929.52103829428,45.0,3,0.14109388332610948,10.11485244275561
529,2014,1315571.45,183560.72336328527,45.0,3,0.1395292694769906,10.926233533528885
530,2015,1415359.69,195793.10011308928,45.0,3,0.13833451771760527,11.654351197207696
531,2016,1320963.27,184282.7489895862,45.0,3,0.1395063384234644,10.96921124938013
532,2013,1116289.41,159132.06330525127,45.5,3,0.1425544862109292,9.472146625312575
533,2014,1235097.76,173695.98885622376,45.5,3,0.1406333931463237,10.339046955727605
534,2015,1317416.45,183786.88964403528,45.5,3,0.13950553725364162,10.939695812144958
535,2016,1171731.51,165989.4199223902,45.5,3,0.1416616507329313,9.880322614427987
536,2013,1179855.18,166924.16833718077,46.0,3,0.1414785230990644,9.935962401022666
537,2014,1297421.79,181335.87723912427,46.0,3,0.13976632629171756,10.793802216614539
538,2015,1364152.81,189515.98921964128,46.0,3,0.13892577710530923,11.280713644026267
539,2016,1221723.0,172117.5442380817,46.0,3,0.14088098876593277,10.245091918933435
540,2013,1155141.34,163894.66303861677,46.5,3,0.14188277863782173,9.755634704679569
541,2014,1311327.49,183040.48452921928,46.5,3,0.13958411298860154,10.895266936263052
542,2015,1355146.27,188411.93737453228,46.5,3,0.13903439174468765,11.214996272293588
543,2016,1211010.23,170804.33700370218,46.5,3,0.14104285230001912,10.166924821648939
544,2013,1146001.07,162774.21812211227,47.0,3,0.14203670693092132,9.688941554887636
545,2014,1288248.34,180211.36500706678,47.0,3,0.13988868404601768,10.726866964706355
546,2015,1326835.2,184941.47157184777,47.0,3,0.13938541242487973,11.0084209268957
547,2016,1198252.68,169240.4737869097,47.0,3,0.14123938682691675,10.073837725411291
548,2013,1140219.85,162065.53680742526,47.5,3,0.1421353406603343,9.646758143299122
549,2014,1265210.38,177387.29469310076,47.5,3,0.14020379337474356,10.558767541255998
550,2015,1309137.47,182772.02454105226,47.5,3,0.13961255309654552,10.879287175062634
551,2016,1193939.18,168711.71050668467,47.5,3,0.1413067879275766,10.042363720635992
552,2013,1131347.57,160977.94300288727,48.0,3,0.1422886717323194,9.582020416838528
553,2014,1260134.73,176765.10451267328,48.0,3,0.14027476610590145,10.521732411468648
554,2015,1277383.81,178879.55452349127,48.0,3,0.14003587106955057,10.647592531160194
555,2016,1148876.86,163187.8203623127,48.0,3,0.14204117607722788,9.713560735851946
556,2013,1141728.25,162250.44153256528,48.5,3,0.1421095094498759,9.65776437693841
557,2014,1233776.63,173534.04031503826,48.5,3,0.14065272116155927,10.32940716160942
558,2015,1270496.24,178035.2531195318,48.5,3,0.1401304840693836,10.597336495210225
559,2016,1116807.9,159256.69981449668,48.5,3,0.14259990443700898,9.479565465148612
560,2013,1108991.2,158237.42427444778,49.0,3,0.14268591515825174,9.418894302050463
561,2014,1205481.94,170065.58242762677,49.0,3,0.1410768397141037,10.122951334977783
562,2015,1252893.89,175877.49808865928,49.0,3,0.14037700997062033,10.468898695753529
563,2016,1089538.41,155913.9143775052,49.0,3,0.14310088836382115,9.280590141518166
564,2013,1074660.09,154029.0018014293,49.5,3,0.14332811205581225,9.16839296437079
565,2014,1159280.23,164402.02204009827,49.5,3,0.14181387535617532,9.785834645243945
566,2015,1203945.21,169877.20491618128,49.5,3,0.14110044502455496,10.111738387867932
567,2016,1122723.31,159981.8305889202,49.5,3,0.14249444111828424,9.522728011245249
568,2013,1067692.34,153174.87166446677,50.0,3,0.1434634921745966,9.11755188478969
569,2014,1147169.95,162917.50334826027,50.0,3,0.1420168854216067,9.697470437396445
570,2015,1180245.63,166972.03100618828,50.0,3,0.14147227217963798,9.93881136941597
571,2016,1110674.59,158504.85812810817,50.0,3,0.14271043882268716,9.434812983815963
572,2013,1038102.45,149547.6438221353,50.5,3,0.14405865608171456,8.901645465603291
573,2014,1102608.45,157455.00539723528,50.5,3,0.14280228434421602,9.372321749835432
574,2015,1138373.46,161839.20013581877,50.5,3,0.14216705310032332,9.633285722370164
575,2016,1165769.25,165258.54611801918,50.5,3,0.1417592256083433,9.836818221310665
576,2013,1038799.53,149633.0942237533,51.0,3,0.14404424521038559,8.906731799032933
577,2014,1127103.84,160457.73236299178,51.0,3,0.14236286548628188,9.55105549779713
578,2015,1136875.44,161655.56782585176,51.0,3,0.14219285784364535,9.62235522772927
579,2016,1166673.75,165369.42275809418,51.0,3,0.1417443589161873,9.843418021315129
580,2013,1490729.88,205032.23049342577,44.0,4,0.13753815043502435,12.204299434132487
581,2014,1504155.85,206678.03087302527,44.0,4,0.13740466513029567,12.30226374244198
582,2015,1611615.1199999999,219850.74817817975,44.0,4,0.1364164095073641,13.086354058224986
583,2016,1404274.97,194495.37626978118,44.0,4,0.13850234492877217,11.577105730344117
584,2013,1277654.14,178912.69248049677,44.5,4,0.14003217841136317,10.649565028600998
585,2014,1297843.68,181387.59392865578,44.5,4,0.13976074062221097,10.796880590991416
586,2015,1423244.06,196759.59260032876,44.5,4,0.13824726069844182,11.711880511924331
587,2016,1245392.68,175019.0529059097,44.5,4,0.14053322756474665,10.41780076820891
588,2013,1123585.61,160026.4559435213,45.0,4,0.14242480013919123,9.525384282352457
589,2014,1270098.35,177986.47843040028,45.0,4,0.140135981146972,10.59443323990478
590,2015,1352748.3,188117.98617873277,45.0,4,0.13906355393588946,11.197499177305522
591,2016,1258644.31,176643.4821042702,45.0,4,0.140344242373185,10.514492982397035
592,2013,1149058.58,163149.01794057077,45.5,4,0.14198494383164587,9.711251067891117
593,2014,1305895.25,182374.58235201528,45.5,4,0.13965483246226318,10.85562990190567
594,2015,1378224.78,191240.97844334078,45.5,4,0.13875891742661947,11.38339157400838
595,2016,1230926.09,173245.6898406332,45.5,4,0.14074418541297892,10.312243442894832
596,2013,1180199.66,166966.39584958876,46.0,4,0.14147300792273468,9.938475943427903
597,2014,1303587.28,182091.66365771578,46.0,4,0.13968505711233678,10.838789503435462
598,2015,1371840.66,190458.39162693877,46.0,4,0.13883419348930712,11.336809025413022
599,2016,1221425.77,172081.1087889612,46.0,4,0.14088544143698653,10.242923142200071
600,2013,1161812.58,164712.44598647076,46.5,4,0.14177195945534585,9.80431226109945
601,2014,1304367.72,182187.33260738978,46.5,4,0.13967482467857284,10.844484083773201
602,2015,1347572.53,187483.52295330327,46.5,4,0.13912685126736982,11.159733509125195
603,2016,1210916.06,170792.7933296327,46.5,4,0.14104428785066464,10.166237698192422
604,2013,1121397.82,159758.26931622476,47.0,4,0.14246350979728564,9.509420792632426
605,2014,1243877.2,174772.20202254778,47.0,4,0.14050599369660266,10.403107263246891
606,2015,1295466.95,181096.24640321027,47.0,4,0.13979225514260343,10.779538476381564
607,2016,1181214.23,167151.8435071022,47.0,4,0.14150849123033524,9.94951449447037
608,2013,1105834.08,157850.41392849578,47.5,4,0.1427433073219228,9.395857971934273
609,2014,1265231.2,177389.84687844777,47.5,4,0.1402035034217049,10.558919457050463
610,2015,1290116.77,180440.40341570726,47.5,4,0.1398636213493351,10.740500203315909
611,2016,1174579.07,166338.4833665162,47.5,4,0.14161539875430965,9.901100200387868
612,2013,1098991.18,157011.58832278076,48.0,4,0.1428688338725164,9.345927876355997
613,2014,1237742.34,174020.17033196677,48.0,4,0.14059482713661292,10.358343472140879
614,2015,1287006.26,180059.10667969877,48.0,4,0.13990538529291907,10.717803969029688
615,2016,1122962.43,160011.14271957218,48.0,4,0.14249020131472448,9.524472780926915
616,2013,1129732.76,160779.99418347378,48.5,4,0.1423168379958051,9.570237749016297
617,2014,1252998.5,175890.32153290277,48.5,4,0.1403755244183475,10.469661996006117
618,2015,1291676.96,180631.65673254378,48.5,4,0.13984274886543133,10.751884329318083
619,2016,1130462.59,160930.53745790818,48.5,4,0.14235812744401224,9.57919865820882
620,2013,1102407.9,157430.42130639276,49.0,4,0.1428059625719235,9.370858411094806
621,2014,1222713.17,172177.84432564728,49.0,4,0.14081621802245517,10.248681209859956
622,2015,1271843.78,178200.43908699078,49.0,4,0.14011189258400178,10.60716899327326
623,2016,1114202.68,158937.3432194097,49.0,4,0.14264670698818432,9.460556144012482
624,2013,1088315.06,155702.87376817878,49.5,4,0.1430678297957016,9.268028200486832
625,2014,1202302.57,169675.84460213728,49.5,4,0.14112574391497582,10.099752654889123
626,2015,1233117.1199999999,173453.19536987977,49.5,4,0.14066238523221525,10.324594962492844
627,2016,1103365.83,157608.9258429622,49.5,4,0.14284376184004374,9.381483681128703
628,2013,1036576.5599999999,149360.59511420378,50.0,4,0.14409026875371733,8.890511613940701
629,2014,1118403.97,159391.27315382726,50.0,4,0.14251672689773023,9.487575782965909
630,2015,1150271.06,163297.64780077877,50.0,4,0.14196449296114497,9.720098083379689
631,2016,1107638.81,158132.72204584518,50.0,4,0.14276560248538525,9.412662026538403
632,2013,1032266.28,148832.22655236578,50.5,4,0.14418007197945648,8.859061104307488
633,2014,1108567.22,158185.45138571478,50.5,4,0.14269360353783037,9.415800677721117
634,2015,1145416.66,162702.57918653876,50.5,4,0.1420466323464675,9.684677332532068
635,2016,1159190.66,164452.12051754267,50.5,4,0.14186805172976694,9.788816697472779
636,2013,1024673.05,147901.42298164527,51.0,4,0.14434011217689902,8.803656129859837
637,2014,1095680.69,156605.77736843927,51.0,4,0.14293012444021377,9.3217724624071
638,2015,1125192.33,160223.41306363328,51.0,4,0.1423964675120326,9.537107920454362
639,2016,1166307.1,165324.4775728167,51.0,4,0.14175038253031014,9.84074271266766
640,2013,1029509.83,148494.33167725828,51.5,4,0.14423789588998706,8.838948314122517
641,2014,1111102.52,158496.23695296978,51.5,4,0.14264771620981453,9.434299818629153
642,2015,1136107.93,161561.48387889328,51.5,4,0.14220610525876118,9.616754992791266
643,2016,1160708.77,164638.2155270112,51.5,4,0.14184282895270206,9.799893781369715
644,2013,1634802.54,222693.13979963676,43.5,5,0.1362202066309713,13.255544035692663
645,2014,1647316.74,224227.17235820676,43.5,5,0.13611661128278632,13.346855497512307
646,2015,1700913.58,230797.25255482076,43.5,5,0.13569016984085738,13.737931699691712
647,2016,1583200.02,216428.60829769867,43.5,5,0.13670326273599887,12.882655255815397
648,2013,1608839.73,219510.53157442328,44.0,5,0.1364402727513593,13.066103069906148
649,2014,1620245.64,220908.70623202177,44.0,5,0.1363427253117137,13.149327751906057
650,2015,1683768.33,228695.53037323325,44.0,5,0.13582363220552632,13.612829188882932
651,2016,1506784.21,207061.3023149352,44.0,5,0.13741934707089556,12.325077518746143
652,2013,1420677.77,196445.00817505727,44.5,5,0.13827555574059364,11.693155248515314
